date_key,year,quarter,month,month_name,day,iso_year,iso_week,iso_day,is_weekend,is_bank_holiday_any,is_bank_holiday_england_wales,is_bank_holiday_scotland,is_bank_holiday_northern_ireland,route_id,distance_km,duration_hours,is_bank_holiday_division,is_closed_day,temp_mean,temp_min,temp_max,precip_sum,snowfall_sum,windspeed_mean,windgusts_max,severity_index,region_lake_district,region_peak_district,region_scotland,region_wales,difficulty_easy,difficulty_hard,difficulty_moderate,difficulty_severe,season_autumn,season_spring,season_summer,season_winter,day_name_Friday,day_name_Monday,day_name_Saturday,day_name_Sunday,day_name_Thursday,day_name_Tuesday,day_name_Wednesday,predicted_bookings_count,prediction_version
20260101,2026,1,1,January,1,2026,1,4,False,True,True,True,True,1,12.0,5.0,1,1,2.75,0.59,6.44,0.0,0.0,17.22,32.7,39.24,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,time_split_xgb_v2
20260101,2026,1,1,January,1,2026,1,4,False,True,True,True,True,2,9.0,4.0,1,1,0.7,-1.5,3.37,0.0,0.0,12.95,22.45,26.94,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,time_split_xgb_v2
20260101,2026,1,1,January,1,2026,1,4,False,True,True,True,True,3,7.0,4.0,1,1,5.3,1.0,8.14,6.84,1.92,13.65,36.58,86.6,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,time_split_xgb_v2
20260101,2026,1,1,January,1,2026,1,4,False,True,True,True,True,4,8.0,4.0,1,1,3.25,-1.09,5.05,6.97,0.0,9.36,26.29,59.41,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,time_split_xgb_v2
20260101,2026,1,1,January,1,2026,1,4,False,True,True,True,True,5,13.0,5.5,1,1,1.02,-3.28,3.84,6.8,0.0,13.6,24.02,56.04,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,time_split_xgb_v2
20260101,2026,1,1,January,1,2026,1,4,False,True,True,True,True,6,14.0,5.0,1,1,3.79,0.04,4.99,4.97,0.5,6.87,25.37,54.34,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0.0,time_split_xgb_v2
20260101,2026,1,1,January,1,2026,1,4,False,True,True,True,True,7,10.0,4.0,1,1,2.52,-0.39,3.96,2.2,0.0,7.85,22.66,35.99,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,time_split_xgb_v2
20260101,2026,1,1,January,1,2026,1,4,False,True,True,True,True,8,14.0,6.0,1,1,0.33,-2.55,3.68,2.11,0.0,15.78,24.21,37.47,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,time_split_xgb_v2
20260101,2026,1,1,January,1,2026,1,4,False,True,True,True,True,9,17.0,7.0,1,1,4.27,1.35,5.72,2.23,0.95,7.88,27.8,49.88,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,time_split_xgb_v2
20260101,2026,1,1,January,1,2026,1,4,False,True,True,True,True,10,14.0,4.0,1,1,1.01,-3.28,3.83,6.8,0.0,13.59,24.0,55.99,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0.0,time_split_xgb_v2
